id,keyword,questionTitle,cluster,searchIntent,primaryKeyword,supportingKeywords,sourceType,impressions,trend,clicks,ctr,ctrStatus,priorityScore,slug,canonicalTarget,answerType,outline,relatedProviders,internalLinks,indexStatus,bodyCharCount,lastChecked
69,低倍率节点,为什么节点名称里的 0.1x 廉价节点下载特别慢？,节点与地区,信息解答,低倍率节点,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-069,/faq/faq-069/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
70,节点自动选择,节点自动选择 (Auto) 模式好用吗？缺点是什么？,节点与地区,信息解答,节点自动选择,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-070,/faq/faq-070/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
71,IP干净度检测,如何检查自己的节点出口 IP 是否干净？,节点与地区,信息解答,IP干净度检测,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-071,/faq/faq-071/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
72,韩国游戏节点,韩国节点对于韩服游戏联机的延迟表现,节点与地区,信息解答,韩国游戏节点,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-072,/faq/faq-072/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
73,欧洲节点,英国/欧洲节点适合哪些跨境业务？,节点与地区,信息解答,欧洲节点,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-073,/faq/faq-073/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
74,节点全红排障,节点突然全部显示“Timeout 超时”紧急处理清单,节点与地区,信息解答,节点全红排障,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-074,/faq/faq-074/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
75,流量重置规则,机场套餐里的流量是按月重置还是按自然月算？,套餐与价格,信息解答,流量重置规则,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-075,/faq/faq-075/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
76,优惠码报错,使用优惠码提示“Invalid Coupon”失效怎么处理？,套餐与价格,信息解答,优惠码报错,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-076,/faq/faq-076/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
77,自动扣款,机场套餐到期后如果不续费会自动扣款吗？,套餐与价格,信息解答,自动扣款,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-077,/faq/faq-077/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
78,退款政策,购买了套餐发现速度不满意可以申请退款吗？,套餐与价格,信息解答,退款政策,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-078,/faq/faq-078/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
79,流量消耗评估,按月付费 20 元/月 120GB 流量够普通人用吗？,套餐与价格,信息解答,流量消耗评估,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-079,/faq/faq-079/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
80,年付省钱计算,年付优惠套餐相比月付套餐能省多少钱？,套餐与价格,信息解答,年付省钱计算,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-080,/faq/faq-080/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
81,流量叠加包,套餐流量用完了临时怎么加购流量包？,套餐与价格,信息解答,流量叠加包,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-081,/faq/faq-081/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
82,价格差异原因,为什么不同机场同为 100GB 价格差异很大？,套餐与价格,信息解答,价格差异原因,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-082,/faq/faq-082/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
83,支付报错,支付时提示“风险交易限制”如何顺利完成订购？,套餐与价格,信息解答,支付报错,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-083,/faq/faq-083/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
84,企业套餐,企业团队共享套餐与个人套餐有何限制区别？,套餐与价格,信息解答,企业套餐,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-084,/faq/faq-084/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
85,多设备共享,一个机场订阅链接可以在多台设备上同时使用吗？,多设备与订阅,信息解答,多设备共享,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-085,/faq/faq-085/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
86,多端订阅同步,iPhone 和 Mac 电脑怎么共享同一份订阅？,多设备与订阅,信息解答,多端订阅同步,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-086,/faq/faq-086/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
87,Android客户端,Android 手机推荐使用什么客户端软件？,多设备与订阅,信息解答,Android客户端,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-087,/faq/faq-087/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
88,路由器代理,路由器刷 OpenWrt 部署 Clash 教程概要,多设备与订阅,信息解答,路由器代理,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-088,/faq/faq-088/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
89,订阅泄露风险,订阅链接泄露给别人会有什么严重后果？,多设备与订阅,信息解答,订阅泄露风险,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-089,/faq/faq-089/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
90,重置订阅,如何在 Clash 里设置一键重置订阅信息？,多设备与订阅,信息解答,重置订阅,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-090,/faq/faq-090/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
91,电视客户端,智能电视 (Android TV) 怎么安装代理软件？,多设备与订阅,信息解答,电视客户端,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-091,/faq/faq-091/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
92,iPad配置,iPad 设备使用小火箭 Shadowrocket 设置步骤,多设备与订阅,信息解答,iPad配置,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-092,/faq/faq-092/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
93,国内网页打不开,打开代理后打不开百度、微信等国内网页解决,排错与合规,信息解答,国内网页打不开,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-093,/faq/faq-093/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
94,DNS泄漏排排,连接节点后显示 DNS 泄漏怎么彻底解决？,排错与合规,信息解答,DNS泄漏排排,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-094,/faq/faq-094/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
95,1020报错,提示“1020 Access Denied”报错排查方法,排错与合规,信息解答,1020报错,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-095,/faq/faq-095/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
96,系统时间报错,代理内核提示“System Time Mismatch”时间不同步,排错与合规,信息解答,系统时间报错,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-096,/faq/faq-096/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
97,Telegram代理,为什么有时候节点连接成功但无法收发 Telegram 消息？,排错与合规,信息解答,Telegram代理,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-097,/faq/faq-097/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
98,合规使用提醒,使用机场服务进行网络访问的合规边界提醒,排错与合规,信息解答,合规使用提醒,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-098,/faq/faq-098/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
99,休眠唤醒故障,电脑休眠唤醒后代理软件无响应怎么办？,排错与合规,信息解答,休眠唤醒故障,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-099,/faq/faq-099/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
100,工单提交规范,如何提交有效的机场服务纠错与工单反馈？,排错与合规,信息解答,工单提交规范,"机场推荐, 节点选购, 排错教程",user_seed,500,stable,0,0.0,unknown,80,faq-100,/faq/faq-100/,detailed_article,直接答案 - 深入原理 - 步骤与排错 - 推荐与核验,"lingdong-cloud, twilight, flycat-cloud, breezenet","/faq/, /recommendations/, /clients/",index,950,2026-09-19
